project_id,project_name,sector,state,original_cost,revised_cost,planned_duration_months,project_age_months,physical_progress,financial_progress,milestones_total,milestones_delayed,land_acquisition_pending,clearance_pending,funding_issue,contractor_issue,previous_schedule_deviation,actual_delay_months,actual_cost_overrun_percentage,final_status,primary_delay_cause,intervention_taken,intervention_outcome
HIST-00703,West Bengal Solar Power Park - Phase 3,Power,West Bengal,321.4,340.4,12,79,98.1,98.1,4,1,0,1,0,0,-5.8,1,6.1,Completed with Cost Overrun,No material delay,No Major Intervention,Not Applicable
HIST-00704,Odisha Irrigation Canal Modernisation - Phase 3,Water Resources,Odisha,195.8,221.2,36,81,100.0,100.0,11,1,0,1,0,0,8.7,0,11.3,Completed with Cost Overrun,No material delay,No Major Intervention,Not Applicable
HIST-00705,Andhra Pradesh Substation Capacity Expansion - Phase 1,Power,Andhra Pradesh,132.6,135.0,33,16,55.0,58.9,12,1,0,0,0,0,-5.4,1,2.7,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00706,Odisha Smart City Development - Phase 3,Urban Development,Odisha,346.2,350.2,29,77,96.5,100.0,8,1,0,0,0,0,-0.2,0,1.2,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00707,Haryana Expressway Corridor - Phase 3,Roads,Haryana,370.8,394.5,51,89,100.0,93.5,12,1,0,1,0,0,7.2,5,2.3,Delayed,Pending clearance,Inter-Department Coordination,Successful
HIST-00708,Maharashtra National Highway Widening - Phase 3,Roads,Maharashtra,198.6,213.0,24,80,100.0,100.0,7,1,0,1,1,0,2.2,9,7.7,Delayed,Funding release,Additional Funding Approval,No Significant Improvement
HIST-00709,Kerala Urban Renewal Mission - Phase 1,Urban Development,Kerala,225.2,231.7,44,62,98.8,100.0,10,1,1,0,0,0,-1.4,3,1.9,Under Review,Land acquisition,Land Acquisition Task Force,Successful
HIST-00710,Kerala Ring Road Development - Phase 3,Roads,Kerala,271.4,281.0,46,46,100.0,97.7,12,0,0,0,0,0,-3.9,1,3.5,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00711,Odisha National Highway Widening - Phase 2,Roads,Odisha,90.3,95.9,49,73,100.0,100.0,11,1,1,0,0,1,0.4,3,2.3,Delayed,Land acquisition,Land Acquisition Task Force,Successful
HIST-00712,Rajasthan Freight Corridor Development - Phase 2,Railways,Rajasthan,141.4,145.1,39,28,67.9,69.0,10,1,1,0,0,0,-1.8,4,2.5,Under Review,Land acquisition,Land Acquisition Task Force,Successful
HIST-00713,Maharashtra Substation Capacity Expansion - Phase 1,Power,Maharashtra,301.6,320.5,57,32,60.6,48.1,14,0,1,1,0,0,-3.2,4,3.6,Delayed,Land acquisition,Land Acquisition Task Force,Successful
HIST-00714,West Bengal Railway Electrification Project - Phase 2,Railways,West Bengal,652.2,707.1,33,80,100.0,96.8,13,1,1,1,0,0,7.9,1,3.5,Completed,No material delay,Inter-Department Coordination,Successful
HIST-00715,West Bengal Sewerage Network Upgrade - Phase 1,Urban Development,West Bengal,7683.2,7683.2,30,13,52.3,48.9,6,2,0,0,0,0,2.3,0,0.0,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00716,Madhya Pradesh River Interlinking Scheme - Phase 3,Water Resources,Madhya Pradesh,298.9,324.2,36,43,87.5,85.9,10,3,1,0,0,0,8.4,11,6.5,Delayed,Land acquisition,Land Acquisition Task Force,Partially Successful
HIST-00717,Tamil Nadu State Highway Upgradation - Phase 1,Roads,Tamil Nadu,1967.0,1986.0,41,87,87.9,79.1,11,0,0,0,0,0,4.0,0,1.6,Completed,No material delay,Land Acquisition Task Force,Partially Successful
HIST-00718,Gujarat Rail Line Doubling - Phase 1,Railways,Gujarat,210.5,227.8,29,79,100.0,100.0,7,1,1,0,0,0,2.7,8,7.3,Delayed,Land acquisition,Land Acquisition Task Force,Partially Successful
HIST-00719,Madhya Pradesh Solar Power Park - Phase 1,Power,Madhya Pradesh,613.1,642.2,59,14,18.5,26.2,14,1,0,0,0,0,3.7,0,3.7,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00720,Kerala Metro Rail Extension - Phase 3,Railways,Kerala,479.2,516.8,53,68,100.0,83.6,17,1,0,0,1,0,-4.7,1,5.8,Completed with Cost Overrun,No material delay,Additional Funding Approval,Successful
HIST-00721,Karnataka State Highway Upgradation - Phase 3,Roads,Karnataka,238.0,258.6,33,40,100.0,100.0,9,1,0,0,0,1,6.5,2,5.4,Under Review,Contractor performance,Contractor Replacement,Partially Successful
HIST-00722,Gujarat Thermal Power Plant Modernisation - Phase 3,Power,Gujarat,122.1,137.3,50,17,40.8,51.5,15,2,1,0,0,1,-0.6,7,10.2,Under Review,Land acquisition,Land Acquisition Task Force,Partially Successful
HIST-00723,Karnataka Runway Expansion Project - Phase 1,Airports,Karnataka,89.7,90.7,56,42,81.2,70.1,10,2,1,0,0,0,-2.3,0,2.5,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00724,Madhya Pradesh Rail Line Doubling - Phase 2,Railways,Madhya Pradesh,221.2,226.2,49,42,84.1,80.1,14,0,0,1,0,0,0.7,0,0.6,Completed,No material delay,Additional Funding Approval,Successful
HIST-00725,Andhra Pradesh Urban Renewal Mission - Phase 2,Urban Development,Andhra Pradesh,171.2,179.5,79,70,100.0,95.4,20,0,0,0,0,1,1.3,1,2.0,Completed,No material delay,Contractor Replacement,Partially Successful
HIST-00726,Tamil Nadu Dam Rehabilitation Project - Phase 1,Water Resources,Tamil Nadu,157.5,179.6,27,80,90.9,100.0,5,1,1,0,0,0,7.3,5,12.3,Delayed,Land acquisition,Land Acquisition Task Force,Partially Successful
HIST-00727,Karnataka Solar Power Park - Phase 3,Power,Karnataka,103.3,103.3,42,42,96.3,100.0,13,2,0,0,0,0,-2.9,0,0.0,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00728,Bihar National Highway Widening - Phase 2,Roads,Bihar,412.8,428.2,41,70,83.1,96.1,8,0,0,0,0,0,-4.6,0,1.8,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00729,Haryana Urban Renewal Mission - Phase 1,Urban Development,Haryana,744.1,773.9,60,6,1.0,15.0,16,0,0,1,0,0,1.4,0,4.5,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00730,Tamil Nadu Transmission Line Augmentation - Phase 2,Power,Tamil Nadu,186.0,189.7,51,14,29.7,24.1,16,0,0,0,0,0,-1.6,0,1.9,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00731,Tamil Nadu Freight Corridor Development - Phase 3,Railways,Tamil Nadu,144.2,169.2,84,74,80.0,75.9,21,1,1,0,0,1,7.8,7,14.5,Delayed,Land acquisition,Land Acquisition Task Force,Partially Successful
HIST-00732,Haryana Airport Terminal Development - Phase 1,Airports,Haryana,65.9,68.2,34,49,100.0,100.0,7,1,0,0,0,0,4.8,0,1.7,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00733,Bihar Expressway Corridor - Phase 3,Roads,Bihar,470.7,470.7,34,42,96.8,98.3,9,0,0,0,0,0,6.5,1,0.0,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00734,Tamil Nadu Airport Cargo Complex - Phase 3,Airports,Tamil Nadu,163.4,175.5,32,20,69.0,77.1,8,1,1,0,0,0,0.7,0,6.9,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00735,Andhra Pradesh Expressway Corridor - Phase 1,Roads,Andhra Pradesh,1002.4,1032.9,35,86,100.0,93.2,7,0,0,1,0,0,4.2,0,1.6,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00736,Gujarat Airport Terminal Development - Phase 1,Airports,Gujarat,534.7,547.1,50,21,32.5,22.2,11,0,1,0,0,0,4.9,7,1.7,Under Review,Land acquisition,Land Acquisition Task Force,Partially Successful
HIST-00737,Bihar State Highway Upgradation - Phase 3,Roads,Bihar,500.2,515.8,42,10,25.5,31.7,12,1,1,0,0,0,-7.9,2,1.4,Under Review,Land acquisition,Land Acquisition Task Force,Successful
HIST-00738,Tamil Nadu Container Yard Development - Phase 2,Ports,Tamil Nadu,255.4,258.1,53,34,73.3,53.3,13,1,0,0,0,0,-10.6,1,2.3,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00739,Rajasthan Port Terminal Expansion - Phase 1,Ports,Rajasthan,135.0,140.2,39,36,91.1,94.0,9,0,0,0,1,0,3.3,1,2.3,Completed,No material delay,Additional Funding Approval,Successful
HIST-00740,Kerala Transmission Line Augmentation - Phase 1,Power,Kerala,396.1,407.4,21,87,100.0,92.8,8,1,0,0,0,0,5.9,0,1.6,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00741,Rajasthan Port Connectivity Corridor - Phase 1,Ports,Rajasthan,216.1,234.5,48,58,100.0,100.0,14,2,0,1,0,0,5.9,10,8.2,Delayed,Milestone slippage,Inter-Department Coordination,No Significant Improvement
HIST-00742,Jharkhand Thermal Power Plant Modernisation - Phase 1,Power,Jharkhand,770.9,850.1,61,12,15.4,3.7,13,2,0,0,0,1,0.3,3,5.0,Under Review,Milestone slippage,Contractor Replacement,Successful
HIST-00743,Kerala Airport Terminal Development - Phase 3,Airports,Kerala,110.8,111.6,38,88,100.0,88.7,10,0,0,0,0,1,3.0,2,1.1,Delayed,Contractor performance,Contractor Replacement,Partially Successful
HIST-00744,Kerala State Highway Upgradation - Phase 1,Roads,Kerala,286.4,311.0,34,30,99.9,100.0,9,1,0,0,1,0,4.2,0,4.1,Under Review,No material delay,Additional Funding Approval,Successful
HIST-00745,Gujarat Container Yard Development - Phase 1,Ports,Gujarat,161.8,181.3,32,32,100.0,98.0,10,0,1,0,0,1,7.3,0,11.3,Completed with Cost Overrun,No material delay,Contractor Replacement,No Significant Improvement
HIST-00746,Haryana Transmission Line Augmentation - Phase 2,Power,Haryana,189.1,189.1,58,9,10.9,0.0,11,0,0,0,0,0,1.6,0,0.3,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00747,Andhra Pradesh Smart City Development - Phase 1,Urban Development,Andhra Pradesh,1402.8,1582.6,40,76,100.0,100.0,12,0,1,1,0,0,4.7,0,12.2,Completed with Cost Overrun,No material delay,Inter-Department Coordination,Partially Successful
HIST-00748,Jharkhand Railway Electrification Project - Phase 1,Railways,Jharkhand,225.2,250.0,44,86,100.0,95.2,11,1,1,1,0,0,4.6,10,7.8,Delayed,Land acquisition,Land Acquisition Task Force,Partially Successful
HIST-00749,Kerala Sewerage Network Upgrade - Phase 1,Urban Development,Kerala,236.6,245.7,44,9,20.7,34.0,11,0,0,0,0,0,0.7,0,3.8,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00750,Gujarat Solar Power Park - Phase 2,Power,Gujarat,525.6,547.7,38,13,34.1,35.8,7,0,0,0,0,1,-1.3,0,2.3,Completed,No material delay,Contractor Replacement,Successful
HIST-00751,West Bengal Container Yard Development - Phase 1,Ports,West Bengal,250.6,251.8,42,30,69.5,75.2,6,3,0,0,0,0,0.1,0,0.0,Completed,No material delay,Milestone Restructuring,No Significant Improvement
HIST-00752,Uttar Pradesh Affordable Housing Scheme - Phase 1,Urban Development,Uttar Pradesh,422.8,424.6,42,53,99.8,99.3,14,0,0,0,0,0,-5.6,1,1.6,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00753,Uttar Pradesh Rail Line Doubling - Phase 1,Railways,Uttar Pradesh,197.0,208.8,40,84,100.0,100.0,9,0,1,0,0,1,8.8,0,6.7,Under Review,No material delay,Contractor Replacement,No Significant Improvement
HIST-00754,Maharashtra Sewerage Network Upgrade - Phase 2,Urban Development,Maharashtra,533.2,533.2,28,28,100.0,100.0,7,1,0,0,0,0,0.3,4,0.0,Delayed,Other execution delay,No Major Intervention,Not Applicable
HIST-00755,Haryana Runway Expansion Project - Phase 1,Airports,Haryana,67.9,70.6,37,87,94.8,83.5,12,0,0,0,0,0,-0.3,0,4.6,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00756,Karnataka Smart City Development - Phase 2,Urban Development,Karnataka,202.4,207.2,32,84,100.0,88.3,9,0,0,0,0,0,-1.4,1,2.9,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00757,Karnataka Sewerage Network Upgrade - Phase 3,Urban Development,Karnataka,357.6,370.1,22,72,100.0,100.0,10,1,0,0,0,0,2.9,1,2.7,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00758,Kerala Irrigation Canal Modernisation - Phase 1,Water Resources,Kerala,172.4,183.5,34,72,100.0,90.0,8,2,0,1,0,0,8.8,0,7.3,Completed with Cost Overrun,No material delay,No Major Intervention,Not Applicable
HIST-00759,Tamil Nadu Ring Road Development - Phase 3,Roads,Tamil Nadu,1024.8,1222.4,12,68,99.3,100.0,4,0,1,0,1,0,3.5,2,11.1,Delayed,Land acquisition,Land Acquisition Task Force,Successful
HIST-00760,Andhra Pradesh Sewerage Network Upgrade - Phase 1,Urban Development,Andhra Pradesh,97.1,97.1,81,21,31.3,35.5,20,0,0,0,0,0,-3.4,3,0.0,Under Review,Other execution delay,No Major Intervention,Not Applicable
HIST-00761,Madhya Pradesh Substation Capacity Expansion - Phase 1,Power,Madhya Pradesh,131.4,133.3,29,60,97.3,79.7,9,0,0,0,0,0,-5.3,0,1.3,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00762,Uttar Pradesh Port Connectivity Corridor - Phase 2,Ports,Uttar Pradesh,652.7,779.5,31,35,100.0,79.9,11,1,1,0,1,0,3.5,5,12.6,Delayed,Land acquisition,Land Acquisition Task Force,Successful
HIST-00763,Bihar Solar Power Park - Phase 1,Power,Bihar,146.0,147.9,29,16,62.9,56.4,9,2,0,0,0,0,-3.9,0,2.3,Completed,No material delay,Milestone Restructuring,Successful
HIST-00764,Gujarat National Highway Widening - Phase 1,Roads,Gujarat,46.2,50.5,55,77,82.6,83.6,12,3,0,1,0,0,1.6,0,5.9,Completed with Cost Overrun,No material delay,Milestone Restructuring,Successful
HIST-00765,Rajasthan Smart City Development - Phase 1,Urban Development,Rajasthan,192.2,196.3,20,17,86.8,100.0,5,1,1,0,0,0,-3.9,0,2.1,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00766,Andhra Pradesh Runway Expansion Project - Phase 2,Airports,Andhra Pradesh,224.1,230.4,30,26,93.1,86.0,6,0,0,0,0,0,-3.0,0,2.2,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00767,Jharkhand Metro Rail Extension - Phase 2,Railways,Jharkhand,112.3,112.3,23,55,98.3,100.0,7,1,0,0,0,0,1.9,0,0.0,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00768,West Bengal Expressway Corridor - Phase 2,Roads,West Bengal,99.5,101.1,57,86,100.0,100.0,12,0,0,0,0,0,3.1,0,2.5,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00769,Karnataka River Interlinking Scheme - Phase 3,Water Resources,Karnataka,211.4,234.2,48,33,62.8,59.0,13,2,0,1,0,1,7.7,7,11.1,Delayed,Milestone slippage,Contractor Replacement,No Significant Improvement
HIST-00770,Andhra Pradesh Substation Capacity Expansion - Phase 2,Power,Andhra Pradesh,455.6,501.0,23,40,98.3,100.0,6,0,1,0,0,1,-5.5,1,2.8,Completed,No material delay,Land Acquisition Task Force,Successful
HIST-00771,Gujarat Rail Line Doubling - Phase 1,Railways,Gujarat,309.8,369.9,40,85,100.0,69.1,11,1,1,0,1,0,5.7,7,15.4,Delayed,Land acquisition,Land Acquisition Task Force,Partially Successful
HIST-00772,Odisha Airport Cargo Complex - Phase 3,Airports,Odisha,848.1,915.1,26,41,88.1,93.5,4,2,0,0,0,1,10.8,0,6.3,Completed with Cost Overrun,No material delay,Contractor Replacement,No Significant Improvement
HIST-00773,Rajasthan Railway Electrification Project - Phase 2,Railways,Rajasthan,400.9,421.3,54,73,100.0,85.1,14,0,1,0,0,0,-2.6,0,3.4,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00774,Kerala Dam Rehabilitation Project - Phase 1,Water Resources,Kerala,389.1,400.6,32,74,100.0,100.0,4,0,0,0,0,0,1.9,4,2.0,Delayed,Other execution delay,No Major Intervention,Not Applicable
HIST-00775,Tamil Nadu Irrigation Canal Modernisation - Phase 2,Water Resources,Tamil Nadu,237.3,240.7,43,87,87.4,97.5,13,2,0,0,0,0,2.7,1,1.5,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00776,Madhya Pradesh Freight Corridor Development - Phase 2,Railways,Madhya Pradesh,139.0,163.6,41,15,36.4,31.4,11,4,0,0,0,1,12.3,7,17.5,Under Review,Milestone slippage,Contractor Replacement,No Significant Improvement
HIST-00777,Jharkhand Ring Road Development - Phase 3,Roads,Jharkhand,152.2,159.3,30,9,25.3,21.1,7,1,0,0,0,0,-1.1,3,4.2,Under Review,Other execution delay,No Major Intervention,Not Applicable
HIST-00778,Bihar Rail Line Doubling - Phase 1,Railways,Bihar,142.6,142.6,42,78,100.0,98.1,12,0,0,0,0,0,-1.8,0,0.0,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00779,Madhya Pradesh Irrigation Canal Modernisation - Phase 3,Water Resources,Madhya Pradesh,983.4,1033.3,84,88,100.0,100.0,23,0,1,0,0,0,2.7,6,5.2,Delayed,Land acquisition,Land Acquisition Task Force,No Significant Improvement
HIST-00780,Karnataka Sewerage Network Upgrade - Phase 3,Urban Development,Karnataka,53.4,57.0,21,15,79.7,90.3,7,2,0,0,0,1,1.9,0,5.8,Completed with Cost Overrun,No material delay,Contractor Replacement,Partially Successful
HIST-00781,Karnataka Metro Rail Extension - Phase 2,Railways,Karnataka,379.0,390.7,54,45,77.2,77.9,12,1,1,0,0,0,5.2,6,1.6,Under Review,Land acquisition,Land Acquisition Task Force,No Significant Improvement
HIST-00782,Gujarat Airport Cargo Complex - Phase 1,Airports,Gujarat,343.5,350.2,28,29,100.0,100.0,5,0,0,0,0,0,-8.2,0,1.8,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00783,Telangana Freight Corridor Development - Phase 3,Railways,Telangana,753.3,850.9,30,86,100.0,91.1,8,1,1,1,0,0,3.9,1,11.2,Completed with Cost Overrun,No material delay,Inter-Department Coordination,Partially Successful
HIST-00784,Madhya Pradesh Metro Rail Extension - Phase 1,Railways,Madhya Pradesh,496.8,505.6,51,24,27.6,28.5,14,1,0,0,0,0,5.4,7,2.4,Delayed,Other execution delay,No Major Intervention,Not Applicable
HIST-00785,Andhra Pradesh Smart City Development - Phase 2,Urban Development,Andhra Pradesh,154.3,169.0,85,78,83.5,82.1,19,3,0,0,0,1,10.5,0,4.6,Completed,No material delay,Contractor Replacement,Successful
HIST-00786,Maharashtra River Interlinking Scheme - Phase 2,Water Resources,Maharashtra,81.0,88.5,44,80,100.0,96.9,11,0,1,1,0,0,1.8,0,6.5,Completed with Cost Overrun,No material delay,Inter-Department Coordination,Successful
HIST-00787,Haryana Ring Road Development - Phase 3,Roads,Haryana,106.8,113.2,50,60,89.8,90.5,14,0,1,0,0,0,4.5,4,3.6,Delayed,Land acquisition,Land Acquisition Task Force,Partially Successful
HIST-00788,Gujarat Rail Line Doubling - Phase 2,Railways,Gujarat,715.5,770.8,24,18,69.6,70.3,7,0,1,0,0,0,-0.8,0,7.5,Under Review,No material delay,Inter-Department Coordination,No Significant Improvement
HIST-00789,Bihar Affordable Housing Scheme - Phase 2,Urban Development,Bihar,242.3,256.3,54,45,95.6,100.0,14,0,1,0,0,0,1.7,1,4.1,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00790,Odisha Sewerage Network Upgrade - Phase 1,Urban Development,Odisha,119.9,131.3,62,32,56.8,45.3,14,1,1,0,0,0,3.3,0,8.4,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00791,Odisha Container Yard Development - Phase 3,Ports,Odisha,273.6,276.5,14,84,96.7,100.0,4,1,0,0,0,0,7.8,2,1.2,Delayed,Other execution delay,No Major Intervention,Not Applicable
HIST-00792,West Bengal Metro Rail Extension - Phase 1,Railways,West Bengal,158.2,159.9,12,16,90.6,84.5,4,1,0,0,0,0,-1.3,0,0.2,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00793,Kerala State Highway Upgradation - Phase 1,Roads,Kerala,53.1,54.2,41,54,100.0,100.0,9,0,0,0,0,0,-0.5,1,1.6,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00794,Andhra Pradesh Substation Capacity Expansion - Phase 1,Power,Andhra Pradesh,359.9,359.9,54,59,85.7,75.7,15,1,0,1,0,0,-0.3,1,0.0,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00795,Uttar Pradesh River Interlinking Scheme - Phase 3,Water Resources,Uttar Pradesh,135.6,146.2,67,68,100.0,97.3,16,0,0,0,0,0,1.3,1,6.7,Completed with Cost Overrun,No material delay,No Major Intervention,Not Applicable
HIST-00796,Jharkhand Port Connectivity Corridor - Phase 1,Ports,Jharkhand,1236.8,1370.5,23,86,93.3,95.4,9,2,1,0,0,0,5.7,7,5.3,Delayed,Land acquisition,Land Acquisition Task Force,Partially Successful
HIST-00797,West Bengal Water Supply Augmentation - Phase 1,Water Resources,West Bengal,159.4,164.1,48,80,100.0,100.0,13,1,1,0,0,0,4.0,7,3.0,Delayed,Land acquisition,Land Acquisition Task Force,No Significant Improvement
HIST-00798,Rajasthan Thermal Power Plant Modernisation - Phase 3,Power,Rajasthan,188.0,199.2,46,55,97.1,85.6,8,0,0,0,1,0,-2.0,0,5.4,Completed with Cost Overrun,No material delay,Additional Funding Approval,No Significant Improvement
HIST-00799,Telangana Water Supply Augmentation - Phase 2,Water Resources,Telangana,255.5,287.3,55,25,36.3,33.4,16,3,0,0,0,0,6.2,9,11.4,Under Review,Milestone slippage,Milestone Restructuring,No Significant Improvement
HIST-00800,West Bengal Irrigation Canal Modernisation - Phase 3,Water Resources,West Bengal,419.0,431.5,50,49,99.0,98.7,14,0,1,1,0,0,-5.5,2,3.3,Under Review,Land acquisition,Land Acquisition Task Force,Successful
HIST-00801,Uttar Pradesh Smart City Development - Phase 1,Urban Development,Uttar Pradesh,273.2,284.4,59,15,33.6,22.7,14,0,0,0,0,0,-3.5,0,4.3,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00802,Andhra Pradesh Sewerage Network Upgrade - Phase 1,Urban Development,Andhra Pradesh,78.1,78.4,43,35,81.9,71.5,11,0,1,0,0,0,-1.0,0,1.3,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00803,West Bengal Smart City Development - Phase 1,Urban Development,West Bengal,93.0,101.7,53,86,100.0,95.5,12,2,0,0,1,0,5.7,4,9.5,Delayed,Milestone slippage,Additional Funding Approval,No Significant Improvement
HIST-00804,Andhra Pradesh Runway Expansion Project - Phase 3,Airports,Andhra Pradesh,147.0,150.5,52,9,10.5,11.6,11,3,0,0,0,0,2.9,5,2.0,Under Review,Milestone slippage,Milestone Restructuring,Partially Successful
HIST-00805,Karnataka Substation Capacity Expansion - Phase 1,Power,Karnataka,58.9,59.4,70,49,72.8,78.0,21,0,0,0,0,0,5.0,0,0.0,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00806,Odisha Transmission Line Augmentation - Phase 1,Power,Odisha,317.5,330.3,57,24,39.6,47.0,17,0,0,0,0,0,-3.2,0,3.5,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00807,Karnataka Urban Renewal Mission - Phase 2,Urban Development,Karnataka,70.3,73.3,24,61,93.8,93.2,4,2,0,0,0,0,9.4,0,3.0,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00808,Haryana Substation Capacity Expansion - Phase 1,Power,Haryana,217.1,228.1,12,57,98.1,99.9,4,2,0,0,0,0,3.8,0,5.8,Completed with Cost Overrun,No material delay,No Major Intervention,Not Applicable
HIST-00809,Rajasthan Solar Power Park - Phase 1,Power,Rajasthan,699.9,707.6,32,82,100.0,94.5,8,0,0,1,0,0,9.7,0,1.2,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00810,Telangana Expressway Corridor - Phase 2,Roads,Telangana,49.4,50.9,44,45,100.0,96.4,11,2,0,0,0,0,-1.7,1,3.4,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00811,Uttar Pradesh Expressway Corridor - Phase 3,Roads,Uttar Pradesh,66.2,78.2,69,60,81.4,94.1,18,1,1,0,1,0,5.1,10,18.3,Delayed,Land acquisition,Land Acquisition Task Force,No Significant Improvement
HIST-00812,Karnataka Railway Electrification Project - Phase 1,Railways,Karnataka,428.4,460.0,47,87,77.8,89.1,13,2,0,1,0,0,7.8,0,6.9,Completed with Cost Overrun,No material delay,No Major Intervention,Not Applicable
HIST-00813,Haryana River Interlinking Scheme - Phase 3,Water Resources,Haryana,448.3,475.2,68,37,57.9,64.6,17,0,1,0,0,0,-2.9,1,3.7,Under Review,No material delay,Land Acquisition Task Force,Successful
HIST-00814,Odisha Freight Corridor Development - Phase 1,Railways,Odisha,133.9,152.0,48,89,99.1,97.2,11,0,1,0,0,1,-0.1,1,12.6,Completed with Cost Overrun,No material delay,Contractor Replacement,Partially Successful
HIST-00815,Maharashtra State Highway Upgradation - Phase 3,Roads,Maharashtra,360.5,438.4,40,79,100.0,100.0,9,0,1,1,1,1,-0.2,6,21.3,Delayed,Land acquisition,Additional Funding Approval,No Significant Improvement
HIST-00816,Haryana Ring Road Development - Phase 3,Roads,Haryana,32.1,37.3,61,46,67.6,74.0,17,2,1,0,0,0,7.7,10,15.6,Delayed,Land acquisition,Land Acquisition Task Force,No Significant Improvement
HIST-00817,West Bengal State Highway Upgradation - Phase 2,Roads,West Bengal,479.6,516.8,44,49,100.0,82.7,9,1,0,0,1,0,0.8,0,4.0,Completed,No material delay,Additional Funding Approval,Successful
HIST-00818,Kerala Railway Electrification Project - Phase 3,Railways,Kerala,67.6,69.3,38,71,97.5,85.9,10,0,1,0,0,0,-2.1,0,4.4,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00819,Gujarat Ring Road Development - Phase 2,Roads,Gujarat,62.9,62.9,12,11,90.0,99.8,6,0,0,0,0,0,-6.8,4,0.0,Delayed,Other execution delay,No Major Intervention,Not Applicable
HIST-00820,Maharashtra National Highway Widening - Phase 3,Roads,Maharashtra,102.0,103.2,43,23,58.8,54.2,9,0,0,0,0,0,-6.0,0,1.1,Under Review,No material delay,Milestone Restructuring,Successful
HIST-00821,Tamil Nadu Rail Line Doubling - Phase 1,Railways,Tamil Nadu,196.9,198.0,64,28,45.3,46.3,14,0,0,1,0,0,-2.1,0,1.4,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00822,Madhya Pradesh Runway Expansion Project - Phase 2,Airports,Madhya Pradesh,147.9,155.9,35,59,100.0,100.0,11,1,0,0,0,0,-6.3,4,5.7,Delayed,Other execution delay,No Major Intervention,Not Applicable
HIST-00823,Telangana Port Terminal Expansion - Phase 1,Ports,Telangana,135.4,142.4,52,84,92.3,82.7,13,0,1,0,0,0,2.6,2,3.3,Delayed,Land acquisition,Land Acquisition Task Force,Successful
HIST-00824,Uttar Pradesh Transmission Line Augmentation - Phase 1,Power,Uttar Pradesh,367.7,373.2,45,24,55.5,39.7,9,1,0,0,0,0,2.4,1,1.7,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00825,West Bengal Airport Cargo Complex - Phase 2,Airports,West Bengal,84.6,95.9,48,67,99.2,98.6,15,1,1,1,0,0,1.2,7,11.5,Delayed,Land acquisition,Land Acquisition Task Force,Partially Successful
HIST-00826,Rajasthan National Highway Widening - Phase 1,Roads,Rajasthan,268.8,289.5,37,73,81.8,72.3,12,0,0,0,0,1,4.8,0,5.2,Completed with Cost Overrun,No material delay,Contractor Replacement,Successful
HIST-00827,Gujarat Freight Corridor Development - Phase 1,Railways,Gujarat,1516.3,1633.9,16,84,98.4,100.0,5,0,1,0,0,0,2.0,7,8.7,Delayed,Land acquisition,Land Acquisition Task Force,No Significant Improvement
